Row,Block,Tree,nursery_id,year_planted,guard_tree,check_tree,dead_tree,PLANTID,PLANTID_ALT1,ACCID,ACP,ACNO,ACS,kentville_block,origin,apple_id,type
13,North,11,11296,2013,0,0,0,"Rambour Franc",,18255,PI,589582,.08,NULL,USDA,1126,dessert
9,South,44,11298,2013,0,0,1,"Rambour Franc",,18255,PI,589582,.08,NULL,USDA,1126,dessert
3,North,32,10067,2013,0,0,0,Ranger,,15652,PI,589357,.05,NULL,USDA,936,dessert
19,South,15,10068,2014,0,0,0,Ranger,,15652,PI,589357,.05,NULL,USDA,936,dessert
15,North,48,11251,2013,0,0,0,"Red Astrachan",,7930,PI,589054,.07,NULL,USDA,1111,dessert
17,South,58,11252,2013,0,0,0,"Red Astrachan",,7930,PI,589054,.07,NULL,USDA,1111,dessert
4,North,14,11218,2013,0,0,1,"Red Australian Rome Beauty",,176065,PI,214080,.04,NULL,USDA,1100,cider
13,South,2,11219,2013,0,0,0,"Red Australian Rome Beauty",,176065,PI,214080,.04,NULL,USDA,1100,cider
1,North,11,10065,2013,0,0,1,"Red Baron",,21889,PI,589899,.04,NULL,USDA,935,dessert
3,South,42,10066,2013,0,0,0,"Red Baron",,21889,PI,589899,.04,NULL,USDA,935,dessert
19,North,60,11131,2013,0,0,1,"Red Cinnamon",,173597,PI,207636,.07,NULL,USDA,1071,dessert
8,South,54,11132,2013,0,0,0,"Red Cinnamon",,173597,PI,207636,.07,NULL,USDA,1071,dessert
6,North,7,11059,2013,0,0,0,"Red Cox's Pomona",,189766,PI,246461,.03,NULL,USDA,1048,cider
16,South,45,11061,2013,0,0,1,"Red Cox's Pomona",,189766,PI,246461,.03,NULL,USDA,1048,cider
17,North,6,10319,2013,0,0,0,"Red Dijmanszoet",,22047,PI,589923,.07,NULL,USDA,1019,dessert
1,South,21,10320,2013,0,0,0,"Red Dijmanszoet",,22047,PI,589923,.07,NULL,USDA,1019,dessert
7,North,33,11080,2013,0,0,0,"Red Joaneting",,132331,PI,123730,.07,NULL,USDA,1055,dessert
18,South,24,11082,2013,0,0,0,"Red Joaneting",,132331,PI,123730,.07,NULL,USDA,1055,dessert
1,North,29,10074,2013,0,0,1,"Red Paducah",,13843,PI,589304,.07,NULL,USDA,938,dessert
1,South,56,10075,2013,0,0,0,"Red Paducah",,13843,PI,589304,.07,NULL,USDA,938,dessert
3,North,52,11237,2013,0,0,0,"Red Spitzenburg",,8979,PI,589100,.07,NULL,USDA,1106,dessert
7,South,18,11238,2013,0,0,0,"Red Spitzenburg",,8979,PI,589100,.07,NULL,USDA,1106,dessert
18,North,29,10223,2013,0,0,0,"Red Spy",,21276,PI,589842,.05,NULL,USDA,987,cider
10,South,55,10225,2013,0,0,0,"Red Spy",,21276,PI,589842,.05,NULL,USDA,987,cider
12,North,60,11026,2013,0,0,0,Redgold,,8233,PI,589067,.05,NULL,USDA,1037,dessert
12,South,46,11027,2013,0,0,1,Redgold,,8233,PI,589067,.05,NULL,USDA,1037,dessert
14,North,1,11028,2013,1,0,1,Redgold,,8233,PI,589067,.05,NULL,USDA,1037,dessert
16,North,32,11206,2013,0,0,0,Redhook,,8108,PI,589062,.08,NULL,USDA,1096,dessert
15,South,6,11207,2013,0,0,1,Redhook,,8108,PI,589062,.08,NULL,USDA,1096,dessert
4,North,6,10184,2013,0,0,0,Redwell,,21899,PI,589901,.06,NULL,USDA,975,dessert
16,South,27,10185,2013,0,0,0,Redwell,,21899,PI,589901,.06,NULL,USDA,975,dessert
5,North,38,10163,2013,0,0,1,Regent,,21905,PI,589902,.04,NULL,USDA,968,dessert
3,South,57,10164,2014,0,0,0,Regent,,21905,PI,589902,.04,NULL,USDA,968,dessert
5,North,51,10209,2013,0,0,0,"Reid's Seedling",,172771,PI,206031,.07,NULL,USDA,982,dessert
3,South,28,10210,2013,0,0,0,"Reid's Seedling",,172771,PI,206031,.07,NULL,USDA,982,dessert
17,North,10,11167,2013,0,0,0,"Reinette d' Anjou",,24718,PI,590135,.03,NULL,USDA,1083,dessert
11,South,6,11169,2013,0,0,0,"Reinette d' Anjou",,24718,PI,590135,.03,NULL,USDA,1083,dessert
3,North,24,10083,2013,0,0,1,"Reinette do Chenee",,134023,PI,131828,.10,NULL,USDA,941,dessert
2,South,48,10084,2013,0,0,0,"Reinette do Chenee",,134023,PI,131828,.10,NULL,USDA,941,dessert
4,North,56,10295,2013,0,0,0,"Reinette Grise",,18300,PI,589588,.10,NULL,USDA,1011,dessert
6,South,25,10297,2013,0,0,1,"Reinette Grise",,18300,PI,589588,.10,NULL,USDA,1011,dessert
3,North,58,11233,2013,0,0,1,"Reinette Jaeghers",,133985,PI,131561,.04,NULL,USDA,1105,cider
12,South,62,11234,2013,1,0,0,"Reinette Jaeghers",,133985,PI,131561,.04,NULL,USDA,1105,cider
3,South,27,11235,2013,0,0,1,"Reinette Jaeghers",,133985,PI,131561,.04,NULL,USDA,1105,cider
3,North,51,11294,2013,0,0,0,"Reinette van Ekenstein",,161404,PI,188521,.05,NULL,USDA,1125,dessert
10,South,35,11295,2013,0,0,0,"Reinette van Ekenstein",,161404,PI,188521,.05,NULL,USDA,1125,dessert
11,North,48,10127,2013,0,0,0,"Repinaldo do Liebana",,128379,PI,105528,.07,NULL,USDA,956,cider
1,South,2,10128,2013,0,0,0,"Repinaldo do Liebana",,128379,PI,105528,.07,NULL,USDA,956,cider
18,North,51,10109,2013,0,0,0,Reta,,19503,PI,589721,.09,NULL,USDA,950,cider
12,South,7,10110,2013,0,0,0,Reta,,19503,PI,589721,.09,NULL,USDA,950,cider
15,North,42,10226,2013,0,0,0,"Reveles Bumbierabols",,199437,PI,262968,.10,NULL,USDA,988,dessert
6,South,29,10227,2013,0,0,0,"Reveles Bumbierabols",,199437,PI,262968,.10,NULL,USDA,988,dessert
18,North,35,11231,2013,0,0,0,"Rose de Benauge",,239421,PI,322033,.05,NULL,USDA,1104,cider
15,South,50,11232,2013,0,0,0,"Rose de Benauge",,239421,PI,322033,.05,NULL,USDA,1104,cider
14,North,54,10010,2013,0,0,0,"Rosu de Cluj",,17303,PI,589457,.06,NULL,USDA,917,dessert
1,South,25,10011,2013,0,0,1,"Rosu de Cluj",,17303,PI,589457,.06,NULL,USDA,917,dessert
18,North,24,11092,2013,0,0,0,Rougemont,,135322,PI,141243,.07,NULL,USDA,1059,dessert
11,South,39,11093,2013,0,0,0,Rougemont,,135322,PI,141243,.07,NULL,USDA,1059,dessert
2,North,36,10229,2013,0,0,0,"Roxbury Russet",,6428,PI,588971,.10,NULL,USDA,989,cider
18,South,47,10231,2013,0,0,0,"Roxbury Russet",,6428,PI,588971,.10,NULL,USDA,989,cider
11,North,11,13016,2013,0,0,1,"Royale d'Angleterre",,134745,PI,136605,.06,NULL,USDA,1193,dessert
1,South,30,13018,2013,0,0,0,"Royale d'Angleterre",,134745,PI,136605,.06,NULL,USDA,1193,dessert
14,North,16,12107,2013,0,0,1,"Rubra Precoce Breviglieri",,210164,PI,282934,.11,NULL,USDA,1174,dessert
9,South,5,12108,2013,0,0,1,"Rubra Precoce Breviglieri",,210164,PI,282934,.11,NULL,USDA,1174,dessert
8,North,7,12089,2013,0,0,1,Safstaholm,,168735,PI,199421,.08,NULL,USDA,1168,dessert
7,South,24,12090,2013,0,0,0,Safstaholm,,168735,PI,199421,.08,NULL,USDA,1168,dessert
15,North,24,12007,2013,0,0,0,"Saltcote Pipin",,132352,PI,123967,.12,NULL,USDA,1142,cider
14,South,56,12009,2013,0,0,0,"Saltcote Pipin",,132352,PI,123967,.12,NULL,USDA,1142,cider
3,North,13,12019,2013,0,0,0,Sharon,,14660,PI,589322,.07,NULL,USDA,1146,cider
5,South,53,12021,2013,0,0,0,Sharon,,14660,PI,589322,.07,NULL,USDA,1146,cider
10,North,44,12032,2013,0,0,0,Sipolins,,199431,PI,262960,.05,NULL,USDA,1150,dessert
5,South,57,12033,2013,0,0,1,Sipolins,,199431,PI,262960,.05,NULL,USDA,1150,dessert
12,North,39,13067,2013,0,0,0,Smokehouse,,21910,PI,589903,.05,NULL,USDA,1210,dessert
1,South,52,13068,2013,0,0,0,Smokehouse,,21910,PI,589903,.05,NULL,USDA,1210,dessert
9,North,48,11305,2013,0,0,0,Smordodina,,222596,PI,293886,.06,NULL,USDA,1129,dessert
14,South,45,11307,2013,0,0,1,Smordodina,,222596,PI,293886,.06,NULL,USDA,1129,dessert
16,North,15,13029,2013,0,0,0,Snow,,2638,PI,588793,.05,NULL,USDA,1197,cider
7,South,43,13030,2013,0,0,1,Snow,,2638,PI,588793,.05,NULL,USDA,1197,cider
6,North,52,13077,2013,0,0,0,Sparreholm,,128326,PI,104813,.04,NULL,USDA,1213,cider
15,South,16,13078,2013,0,0,0,Sparreholm,,128326,PI,104813,.04,NULL,USDA,1213,cider
16,North,25,12146,2013,0,0,0,Spencer,,6555,PI,588979,.08,NULL,USDA,1187,dessert
9,South,24,12147,2013,0,0,0,Spencer,,6555,PI,588979,.08,NULL,USDA,1187,dessert
9,North,28,13052,2013,0,0,0,"St. Anna Rode Boskoop",,180454,PI,223666,.05,NULL,USDA,1205,cider
10,South,17,13054,2013,0,0,0,"St. Anna Rode Boskoop",,180454,PI,223666,.05,NULL,USDA,1205,cider
5,North,16,12002,2013,0,0,0,Stafford,,13864,PI,589307,.06,NULL,USDA,1140,dessert
11,South,42,12003,2013,0,0,0,Stafford,,13864,PI,589307,.06,NULL,USDA,1140,dessert
10,North,60,11312,2013,0,0,0,Starking,,11331,PI,589192,.09,NULL,USDA,1131,cider
16,South,10,11313,2013,0,0,0,Starking,,11331,PI,589192,.09,NULL,USDA,1131,cider
10,North,32,12023,2013,0,0,0,"Stone Pippin",,134248,PI,133750,.05,NULL,USDA,1147,cider
2,South,18,12024,2013,0,0,0,"Stone Pippin",,134248,PI,133750,.05,NULL,USDA,1147,cider
11,North,17,13025,2013,0,0,0,Suislepper,,128327,PI,104815,.05,NULL,USDA,1196,dessert
2,South,30,13027,2013,0,0,1,Suislepper,,128327,PI,104815,.05,NULL,USDA,1196,dessert
12,North,49,12040,2013,0,0,0,Sundance,,25044,PI,590209,.03,NULL,USDA,1153,dessert
17,South,26,12042,2013,0,0,0,Sundance,,25044,PI,590209,.03,NULL,USDA,1153,dessert
17,North,29,13023,2013,0,0,0,Sunset,,19047,PI,589694,.05,NULL,USDA,1195,cider
7,South,6,13024,2013,0,0,0,Sunset,,19047,PI,589694,.05,NULL,USDA,1195,cider
1,North,40,13059,2013,0,0,0,"Sweet Caroline",,22050,PI,589924,.05,NULL,USDA,1207,dessert
15,South,26,13060,2013,0,0,0,"Sweet Caroline",,22050,PI,589924,.05,NULL,USDA,1207,dessert
4,North,21,13055,2013,0,0,1,Tayeshnoe,,239941,PI,322715,.08,NULL,USDA,1206,dessert
4,South,5,13056,2013,0,0,0,Tayeshnoe,,239941,PI,322715,.08,NULL,USDA,1206,dessert
18,North,54,12025,2013,0,0,0,"Teign Harvey",,152077,PI,175549,.05,NULL,USDA,1148,cider
17,South,41,12027,2013,0,0,0,"Teign Harvey",,152077,PI,175549,.05,NULL,USDA,1148,cider
15,North,44,12005,2013,0,0,0,Tilsith,,134380,PI,134673,.07,NULL,USDA,1141,dessert
15,South,35,12006,2013,0,0,0,Tilsith,,134380,PI,134673,.07,NULL,USDA,1141,dessert
12,North,32,13071,2013,0,0,0,"Tohoku 2",,196059,PI,255898,.05,NULL,USDA,1211,cider
4,South,56,13072,2013,0,0,0,"Tohoku 2",,196059,PI,255898,.05,NULL,USDA,1211,cider
14,North,56,12080,2013,0,0,0,"Tom Putt",,132694,PI,125271,.06,NULL,USDA,1165,cider
12,South,25,12081,2013,0,0,0,"Tom Putt",,132694,PI,125271,.06,NULL,USDA,1165,cider
1,North,16,12094,2013,0,0,0,Trebu,,17130,PI,589433,.05,NULL,USDA,1170,dessert
15,South,1,12095,2013,1,0,1,Trebu,,17130,PI,589433,.05,NULL,USDA,1170,dessert
3,South,24,12096,2013,0,0,1,Trebu,,17130,PI,589433,.05,NULL,USDA,1170,dessert
12,North,19,12061,2013,0,0,0,"Tydemans Early Worcester",,187873,PI,241965,.07,NULL,USDA,1160,dessert
8,South,30,12063,2013,0,0,0,"Tydemans Early Worcester",,187873,PI,241965,.07,NULL,USDA,1160,dessert
10,North,37,13073,2013,0,0,0,Uljanisceva,,199434,PI,262965,.05,NULL,USDA,1212,cider
5,South,8,13075,2013,0,0,0,Uljanisceva,,199434,PI,262965,.05,NULL,USDA,1212,cider
1,North,14,12097,2013,0,0,1,Wealthy,,2524,PI,588788,.07,NULL,USDA,1171,dessert
17,South,21,12099,2013,0,0,0,Wealthy,,2524,PI,588788,.07,NULL,USDA,1171,dessert
8,North,54,12074,2013,0,0,1,"William Crump",,13885,PI,589309,.06,NULL,USDA,1163,cider
13,South,52,12075,2013,0,0,0,"William Crump",,13885,PI,589309,.06,NULL,USDA,1163,cider
17,North,54,13005,2013,0,0,0,"Worcester Pearmain",,172774,PI,206035,.10,NULL,USDA,1189,dessert
18,South,3,13006,2013,0,0,0,"Worcester Pearmain",,172774,PI,206035,.10,NULL,USDA,1189,dessert
12,North,59,12058,2013,0,0,0,Wright,,14708,PI,589326,.08,NULL,USDA,1159,dessert
8,South,23,12060,2013,0,0,0,Wright,,14708,PI,589326,.08,NULL,USDA,1159,dessert
13,North,38,12085,2013,0,0,0,"Yellow Bellflower",,11371,PI,589195,.12,NULL,USDA,1167,cider
14,South,54,12086,2013,0,0,1,"Yellow Bellflower",,11371,PI,589195,.12,NULL,USDA,1167,cider
19,North,20,11314,2013,0,0,0,"Yellow Delicious",,103901,PI,589856,.04,NULL,USDA,1132,dessert
9,South,31,11316,2013,0,0,0,"Yellow Delicious",,103901,PI,589856,.04,NULL,USDA,1132,dessert
5,North,33,12067,2013,0,0,0,"Zimnieje Piervoskhodnoie",,197627,PI,259456,.09,NULL,USDA,1162,dessert
18,South,31,12068,2013,0,0,0,"Zimnieje Piervoskhodnoie",,197627,PI,259456,.09,NULL,USDA,1162,dessert
16,North,9,12046,2013,0,0,0,"Zoete Ermgaard",,22053,PI,589925,.06,NULL,USDA,1155,dessert
14,South,6,12048,2013,0,0,0,"Zoete Ermgaard",,22053,PI,589925,.06,NULL,USDA,1155,dessert
5,South,11,7315,2013,0,0,0,"Ottawa 533",,NULL,,NULL,,84,Kentville,695,NULL
8,North,29,8006,2013,0,0,0,S19-17-31,,NULL,,NULL,,84,Kentville,698,NULL
5,South,21,8007,2013,0,0,0,S19-17-31,,NULL,,NULL,,84,Kentville,698,NULL
9,North,59,8013,2013,0,0,0,S16-15-106,,NULL,,NULL,,84,Kentville,700,NULL
16,South,40,8014,2013,0,0,1,S16-15-106,,NULL,,NULL,,84,Kentville,700,NULL
16,North,46,8021,2013,0,0,0,"Hardy Cumberland",,25263,PI,590220,.02,NULL,USDA,703,NULL
8,South,19,8023,2013,0,0,0,"Hardy Cumberland",,25263,PI,590220,.02,NULL,USDA,703,NULL
3,North,16,8028,2013,0,0,1,"King Harry",,151828,PI,175010,.05,NULL,USDA,705,NULL
18,South,38,8029,2013,0,0,0,"King Harry",,151828,PI,175010,.05,NULL,USDA,705,NULL
19,North,30,8039,2013,0,0,0,Hibernal,,21966,PI,589911,.06,NULL,USDA,709,NULL
19,South,45,8041,2013,0,0,0,Hibernal,,21966,PI,589911,.06,NULL,USDA,709,NULL
3,North,21,8055,2013,0,0,0,Gewurzluiken,,134066,PI,132225,.05,NULL,USDA,714,NULL
5,South,47,8056,2013,0,0,0,Gewurzluiken,,134066,PI,132225,.05,NULL,USDA,714,NULL
1,North,31,8058,2013,0,0,1,"Ellison's Orange",,18199,PI,589575,.06,NULL,USDA,715,NULL
15,South,59,8059,2013,0,0,0,"Ellison's Orange",,18199,PI,589575,.06,NULL,USDA,715,NULL
14,North,36,8061,2013,0,0,0,"Inducoa No. II",,84065,PI,613830,.01,NULL,USDA,716,NULL
16,South,14,8062,2013,0,0,0,"Inducoa No. II",,84065,PI,613830,.01,NULL,USDA,716,NULL
16,North,38,8081,2013,0,0,0,"Frequin Audievre",,139563,PI,161838,.09,NULL,USDA,723,NULL
5,South,6,8082,2013,0,0,1,"Frequin Audievre",,139563,PI,161838,.09,NULL,USDA,723,NULL
4,North,18,8084,2013,0,0,0,Frostproof,,11099,PI,589182,.10,NULL,USDA,724,NULL
15,South,19,8086,2013,0,0,0,Frostproof,,11099,PI,589182,.10,NULL,USDA,724,NULL
7,North,16,8090,2013,0,0,1,"Lombart's Calville",,22029,PI,589920,.08,NULL,USDA,726,NULL
18,South,15,8091,2013,0,0,0,"Lombart's Calville",,22029,PI,589920,.08,NULL,USDA,726,NULL
8,North,56,8096,2013,0,0,0,"Graue Renette Von Zabergau",,12481,PI,589233,.07,NULL,USDA,728,NULL
17,South,32,8097,2013,0,0,1,"Graue Renette Von Zabergau",,12481,PI,589233,.07,NULL,USDA,728,NULL
19,North,55,8102,2013,0,0,1,"Gold Canel",,137675,PI,157207,.04,NULL,USDA,730,NULL
10,South,52,8103,2013,0,0,0,"Gold Canel",,137675,PI,157207,.04,NULL,USDA,730,NULL
2,North,27,8105,2013,0,0,0,Launette,,140215,PI,162732,.05,NULL,USDA,731,NULL
16,South,30,8106,2013,0,0,0,Launette,,140215,PI,162732,.05,NULL,USDA,731,NULL
6,North,28,8138,2013,0,0,1,"Golden Reinette",,287720,PI,383507,.07,NULL,USDA,742,NULL
13,South,11,8139,2013,0,0,0,"Golden Reinette",,287720,PI,383507,.07,NULL,USDA,742,NULL
2,South,1,8140,2013,1,0,0,"Golden Reinette",,287720,PI,383507,.07,NULL,USDA,742,NULL
17,North,26,8142,2013,0,0,0,Liaofu,,97029,PI,644170,.01,NULL,USDA,743,NULL
1,South,50,8143,2013,0,0,0,Liaofu,,97029,PI,644170,.01,NULL,USDA,743,NULL
1,North,45,8148,2013,0,0,0,"Gruzhovka of Moscow",,287723,PI,383510,.12,NULL,USDA,745,NULL
15,South,47,8149,2013,0,0,0,"Gruzhovka of Moscow",,287723,PI,383510,.12,NULL,USDA,745,NULL
3,North,18,8159,2013,0,0,1,"Kandil Kitaika",,239940,PI,322714,.13,NULL,USDA,749,NULL
5,South,9,8161,2013,0,0,1,"Kandil Kitaika",,239940,PI,322714,.13,NULL,USDA,749,NULL
7,North,13,8165,2013,0,0,0,"Krievu Rosmarins",,199439,PI,262970,.07,NULL,USDA,751,NULL
18,South,50,8167,2013,0,0,0,"Krievu Rosmarins",,199439,PI,262970,.07,NULL,USDA,751,NULL
6,North,18,8168,2013,0,0,0,"Hua Guan",,97113,PI,644171,.01,NULL,USDA,752,NULL
1,South,3,8169,2013,0,0,0,"Hua Guan",,97113,PI,644171,.01,NULL,USDA,752,NULL
2,North,53,8183,2013,0,0,1,Frogmore,,128323,PI,104790,.08,NULL,USDA,757,NULL
15,South,29,8185,2013,0,0,0,Frogmore,,128323,PI,104790,.08,NULL,USDA,757,NULL
11,North,42,8204,2013,0,0,0,"Feys Record",,132778,PI,125686,.05,NULL,USDA,764,NULL
17,South,60,8206,2013,0,0,0,"Feys Record",,132778,PI,125686,.05,NULL,USDA,764,NULL
17,North,9,8219,2013,0,0,0,Galicia,,96214,PI,613966,.01,NULL,USDA,769,NULL
5,South,58,8221,2013,0,0,0,Galicia,,96214,PI,613966,.01,NULL,USDA,769,NULL
11,North,26,8228,2013,0,0,0,"Kitaika Zolotaia Ranniaia",,222194,PI,292930,.07,NULL,USDA,772,NULL
10,South,23,8230,2013,0,0,0,"Kitaika Zolotaia Ranniaia",,222194,PI,292930,.07,NULL,USDA,772,NULL
17,North,55,8231,2013,0,0,0,Korobovka,,287726,PI,383513,.07,NULL,USDA,773,NULL
6,South,33,8232,2013,0,0,0,Korobovka,,287726,PI,383513,.07,NULL,USDA,773,NULL
9,North,56,8249,2013,0,0,0,Jefferis,,11133,PI,589185,.06,NULL,USDA,779,NULL
7,South,25,8250,2013,0,0,1,Jefferis,,11133,PI,589185,.06,NULL,USDA,779,NULL
4,North,54,8256,2013,0,0,0,"Holaart Doux",,18273,PI,589585,.07,NULL,USDA,781,NULL
11,South,19,8257,2013,0,0,0,"Holaart Doux",,18273,PI,589585,.07,NULL,USDA,781,NULL
6,North,24,8267,2013,0,0,1,"Isle of Wight Pippin",,24691,PI,590131,.04,NULL,USDA,785,NULL
13,South,56,8268,2013,0,0,0,"Isle of Wight Pippin",,24691,PI,590131,.04,NULL,USDA,785,NULL
18,North,60,8271,2013,0,0,0,"Geoagiu 21",,730490,PI,651009,.01,NULL,USDA,786,NULL
14,South,11,8272,2013,0,0,0,"Geoagiu 21",,730490,PI,651009,.01,NULL,USDA,786,NULL
16,North,54,8279,2013,0,0,1,Lande,,140211,PI,162724,.08,NULL,USDA,789,NULL
4,South,55,8281,2013,0,0,0,Lande,,140211,PI,162724,.08,NULL,USDA,789,NULL
10,North,51,8282,2013,0,0,0,Lemoen,,139431,PI,161407,.05,NULL,USDA,790,NULL
15,South,3,8283,2013,0,0,0,Lemoen,,139431,PI,161407,.05,NULL,USDA,790,NULL
16,North,62,8284,2013,1,0,0,Lemoen,,139431,PI,161407,.05,NULL,USDA,790,NULL
6,North,3,8292,2013,0,0,0,"Kandil Sinap",,562967,PI,613948,.03,NULL,USDA,793,NULL
4,South,11,8293,2013,0,0,0,"Kandil Sinap",,562967,PI,613948,.03,NULL,USDA,793,NULL
13,North,13,8294,2013,0,0,1,"Frequin Tardive de la Sarthe",,19007,PI,589689,.07,NULL,USDA,794,NULL
4,South,35,8296,2013,0,0,0,"Frequin Tardive de la Sarthe",,19007,PI,589689,.07,NULL,USDA,794,NULL
13,North,20,8309,2013,0,0,0,"Gibbs Golden Gage",,229179,PI,306321,.05,NULL,USDA,799,NULL
2,South,11,8311,2013,0,0,0,"Gibbs Golden Gage",,229179,PI,306321,.05,NULL,USDA,799,NULL
9,North,44,8312,2013,0,0,0,"Merton 778",,19155,PI,589709,.07,NULL,USDA,800,NULL
6,South,17,8314,2013,0,0,0,"Merton 778",,19155,PI,589709,.07,NULL,USDA,800,NULL
3,North,9,8324,2013,0,0,0,"Loop Giant Spy",,11928,PI,589207,.05,NULL,USDA,804,NULL
19,South,35,8325,2013,0,0,0,"Loop Giant Spy",,11928,PI,589207,.05,NULL,USDA,804,NULL
5,North,41,8331,2013,0,0,0,"Honey Ball",,172768,PI,206026,.07,NULL,USDA,806,NULL
17,South,42,8332,2013,0,0,0,"Honey Ball",,172768,PI,206026,.07,NULL,USDA,806,NULL
4,North,38,9003,2013,0,0,0,Jonalicious,,7034,PI,613815,.06,NULL,USDA,808,NULL
5,South,45,9004,2013,0,0,1,Jonalicious,,7034,PI,613815,.06,NULL,USDA,808,NULL
8,North,61,9006,2013,0,0,0,Kitanosachi,,24813,PI,590154,.07,NULL,USDA,809,NULL
5,South,23,9008,2013,0,0,0,Kitanosachi,,24813,PI,590154,.07,NULL,USDA,809,NULL
8,North,60,9048,2013,0,0,0,Ivan,,18613,PI,589637,.08,NULL,USDA,823,NULL
15,South,46,9050,2013,0,0,0,Ivan,,18613,PI,589637,.08,NULL,USDA,823,NULL
11,North,23,9058,2013,0,0,0,Goldsmith,,87539,PI,613833,.02,NULL,USDA,826,NULL
10,South,15,9059,2013,0,0,0,Goldsmith,,87539,PI,613833,.02,NULL,USDA,826,NULL
12,North,9,9060,2013,0,0,0,Ermak,,287719,PI,383505,.06,NULL,USDA,827,NULL
6,South,47,9061,2013,0,0,0,Ermak,,287719,PI,383505,.06,NULL,USDA,827,NULL
7,North,1,9062,2013,1,0,1,Ermak,,287719,PI,383505,.06,NULL,USDA,827,NULL
19,North,35,9066,2013,0,0,0,"Keegan's Crab",,171048,PI,203814,.07,NULL,USDA,829,NULL
3,South,12,9067,2013,0,0,0,"Keegan's Crab",,171048,PI,203814,.07,NULL,USDA,829,NULL
4,North,27,9072,2013,0,0,1,"Jewett Red",,674975,PI,644185,.01,NULL,USDA,831,NULL
10,South,28,9073,2013,0,0,0,"Jewett Red",,674975,PI,644185,.01,NULL,USDA,831,NULL
11,North,6,9075,2013,0,0,0,"Flower of Kent",,10921,PI,589174,.06,NULL,USDA,832,NULL
13,South,17,9076,2013,0,0,0,"Flower of Kent",,10921,PI,589174,.06,NULL,USDA,832,NULL
6,North,10,9081,2013,0,0,1,"June Wealthy",,9775,PI,589131,.07,NULL,USDA,834,NULL
11,South,35,9083,2013,0,0,0,"June Wealthy",,9775,PI,589131,.07,NULL,USDA,834,NULL
16,North,21,9084,2013,0,0,1,"Lambrook Pippin",,139564,PI,161839,.03,NULL,USDA,835,NULL
15,South,25,9085,2013,0,0,0,"Lambrook Pippin",,139564,PI,161839,.03,NULL,USDA,835,NULL
10,South,61,9092,2013,0,0,0,"Granite Beauty",,674978,PI,644186,.01,NULL,USDA,837,NULL
13,North,16,9097,2013,0,0,0,"Koidu Renett",,775041,PI,657748,.01,NULL,USDA,839,NULL
18,South,61,9098,2013,0,0,0,"Koidu Renett",,775041,PI,657748,.01,NULL,USDA,839,NULL
10,North,36,9099,2013,0,0,0,"Ernst Bosch",,12678,PI,589238,.08,NULL,USDA,840,NULL
17,South,24,9101,2013,0,0,0,"Ernst Bosch",,12678,PI,589238,.08,NULL,USDA,840,NULL
17,North,13,9123,2013,0,0,0,"Jakob Fischer",,254931,PI,341744,.07,NULL,USDA,848,NULL
12,South,60,9125,2013,0,0,0,"Jakob Fischer",,254931,PI,341744,.07,NULL,USDA,848,NULL
2,North,35,9126,2013,0,0,0,"Lamb Abbey Pearmain-A",,168732,PI,199418,.08,NULL,USDA,849,NULL
9,South,46,9128,2013,0,0,0,"Lamb Abbey Pearmain-A",,168732,PI,199418,.08,NULL,USDA,849,NULL
12,North,58,9135,2013,0,0,0,"Ikorocavka Alaja",,168843,PI,199690,.09,NULL,USDA,852,NULL
12,South,48,9136,2013,0,0,0,"Ikorocavka Alaja",,168843,PI,199690,.09,NULL,USDA,852,NULL
4,North,34,9139,2013,0,0,1,Komlensk,,287725,PI,383512,.04,NULL,USDA,853,NULL
8,South,50,9140,2013,0,0,0,Komlensk,,287725,PI,383512,.04,NULL,USDA,853,NULL
11,North,8,9144,2013,0,0,0,Euzia,,134822,PI,137042,.09,NULL,USDA,855,NULL
10,South,14,9145,2013,0,0,0,Euzia,,134822,PI,137042,.09,NULL,USDA,855,NULL
8,South,1,9146,2013,1,0,0,Euzia,,134822,PI,137042,.09,NULL,USDA,855,NULL
14,North,5,9147,2013,0,0,0,"Gloria Mundi",,7601,PI,589040,.10,NULL,USDA,856,NULL
9,South,36,9149,2013,0,0,0,"Gloria Mundi",,7601,PI,589040,.10,NULL,USDA,856,NULL
2,North,15,9150,2013,0,0,0,Heiya,,134613,PI,135689,.05,NULL,USDA,857,NULL
13,South,28,9152,2013,0,0,0,Heiya,,134613,PI,135689,.05,NULL,USDA,857,NULL
13,North,2,9156,2013,0,0,0,"Egri Piros",,331988,PI,437052,.05,NULL,USDA,859,NULL
15,South,55,9157,2013,0,0,1,"Egri Piros",,331988,PI,437052,.05,NULL,USDA,859,NULL
10,North,16,9160,2013,0,0,0,"Elisa Ratkee",,186391,PI,238028,.06,NULL,USDA,860,NULL
18,South,27,9161,2013,0,0,1,"Elisa Ratkee",,186391,PI,238028,.06,NULL,USDA,860,NULL
3,North,39,9163,2013,0,0,0,"Lemon Pippin",,138056,PI,157731,.05,NULL,USDA,861,NULL
12,South,33,9164,2013,0,0,0,"Lemon Pippin",,138056,PI,157731,.05,NULL,USDA,861,NULL
10,North,27,9165,2013,0,0,0,"Hubbardston Nonsuch",,11766,PI,589202,.10,NULL,USDA,862,NULL
3,South,34,9166,2013,0,0,0,"Hubbardston Nonsuch",,11766,PI,589202,.10,NULL,USDA,862,NULL
