"nurseryid"	"(Z)-4-Decen-1-ol"	"1-Butanol"	"1-Butanol, 2-methyl-, (S)-"	"1-Butanol, 2-methyl-, acetate"	"1-Heptanol"	"1-Hexanol"	"1-Pentanol"	"1-Propanol"	"1-Propanol, 2-methyl-"	"1,3-Dioxolane, 2,4,5-trimethyl-"	"2-Butenoic acid, ethyl ester, (Z)-"	"2-Hexenal"	"2-Propanone, 1-hydroxy-"	"2-Propenal"	"2,3-Butanediol, [S-(R*,R*)]-"	"2,3-Butanedione"	"à-Farnesene"	"Acetic acid"	"Acetic acid, butyl ester"	"Acetic acid, hexyl ester"	"Acetic acid, methyl ester"	"Acetic acid, pentyl ester"	"Acetone"	"Benzene"	"Benzene, (methoxymethyl)-"	"Butanal"	"Butanoic acid, 2-methyl-, ethyl ester"	"Butanoic acid, 2-methyl-, hexyl ester"	"Butanoic acid, 2-methylbutyl ester"	"Butanoic acid, 2-methylpropyl ester"	"Butanoic acid, hexyl ester"	"Butanoic acid, methyl ester"	"Butanoic acid, pentyl ester"	"Butanoic acid, propyl ester"	"Butyrolactone"	"Carbon disulfide"	"Dimethyl ether"	"Estragole"	"Ethanol"	"Ethyl Acetate"	"Furan, 2-ethyl-"	"Furfural"	"Heptanal"	"Hexamethylene diacrylate"	"Hexanal"	"Hexane, 1-methoxy-"	"Hexanoic acid, ethyl ester"	"Hexanoic acid, propyl ester"	"Isobutyl acetate"	"Isopropyl Alcohol"	"Methyl formate"	"Methyl glyoxal"	"Methylene chloride"	"n-Propyl acetate"	"Nitrous oxide"	"Pentanal"	"Propanal"	"Propanoic acid, butyl ester"	"Propanoic acid, hexyl ester"	"Propanoic acid, propyl ester"	"Tetrahydrofuran"	"Trimethylene oxide"
4226	0	16871290	0	0	0	0	1002470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4229	0	24326752	0	0	0	0	2660417	0	0	0	0	0	0	0	0	0	0	0	577696	86927	0	0	0	0	0	0	0	0	0	0	0	0	0	11782228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4234	0	14317121	0	0	0	0	823142	0	0	0	0	0	0	0	0	0	0	0	3273921	441251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	708632	0	0	0	0
4242	0	31247349	0	0	0	0	1747389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4244	0	15398162	0	0	0	0	1107650	0	0	0	0	0	0	0	0	0	0	0	556888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4252	0	4887748	0	53892051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88075662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5789754	0	0	0	3492836	0	0	0	0
4255	0	4220799	0	17779434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64228134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89492	0	0	0	0	0	0	0	0
4258	0	7604930	0	0	0	0	1039233	0	0	0	0	0	0	0	0	0	0	0	700319	176518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4259	0	8269757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4263	0	6574401	0	13997926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115192018	73146387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1790480	0	0	0	789338	0	0	0	0
4272	0	11427728	0	0	0	0	649795	0	0	0	0	0	0	0	0	0	0	0	1494344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4280	0	9546087	0	4310760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32025951	0	669464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141172152	0	0	0	0	72210522	0	0	0	0	0	0	0	0	2305732	0	0	0	0	0	0	0	0
4302	0	2055850	0	30957926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42014074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718606	0	0	0	0	0	0	0	0
4306	0	3462919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233089	0	0	0	0	0	0	0	0	0	0	1756223	0	0	0	0	0	0	0	0	0	0	0	0	0	72837367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4311	0	6037700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4334	0	2500723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2802389	0	0	2842499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5003	0	7333825	0	2575049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38435153	0	165628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	614340	0	0	0	0	0	0	0	0
5006	0	8260288	0	0	0	0	414497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5011	0	2402629	0	16952026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54654731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698447	0	0	0	0	0	0	0	0
5014	0	3389841	0	61024765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1318035	0	0	0	606785	0	0	0	0
5022	0	18648021	0	0	0	0	363137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5024	0	8381450	0	0	0	0	0	0	0	0	990913	0	0	0	0	0	0	0	59905515	0	254168	0	0	0	0	0	0	0	0	0	0	2103257	0	0	0	0	0	0	2393523	135009430	0	0	0	0	0	0	0	0	0	0	0	0	0	805854	0	0	0	0	0	0	0	0
5029	0	3619752	0	63274755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63323318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5031	0	10486794	0	1264559	0	0	467192	0	67673	0	0	0	0	0	0	0	0	0	1431803	272697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5036	0	1525824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5039	0	1957594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5063	0	8081306	0	0	0	0	740072	0	0	0	0	0	0	0	0	0	0	0	3676737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185658	0	0	0	0	0	0	0	0	485482	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5074	0	16253492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5078	0	11384741	0	28064795	0	0	0	0	0	0	0	0	0	0	0	0	0	358044	126461894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646786	57230337	0	0	0	0	0	0	0	204292	0	0	0	0	0	8153019	0	0	0	0	0	0	0	0
5097	0	3602296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5107	0	17984484	0	83290177	448058	0	935747	0	0	0	0	0	0	0	0	0	0	0	90921931	108639467	0	0	0	0	0	0	0	0	0	0	0	0	0	47166699	0	0	0	0	0	0	0	0	0	0	0	0	0	3973889	0	0	0	0	0	6341477	419550	0	0	2007667	0	2795834	0	0
5117	0	28968661	0	0	0	0	1137547	415481	0	0	0	0	0	0	0	0	0	0	599388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18214671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5120	0	7373010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25629724	0	5147230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5124	0	3581409	0	21343463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1721784	0	0	0	0	0	0	0	0
5130	0	16049479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47177699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5136	0	9831443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5140	0	3854285	0	10193361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7806841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5142	0	466312	0	1439006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5146	0	3718360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5150	0	1824318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5155	0	5761504	0	0	529908	0	877516	0	0	0	2268787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88929900	0	0	0	0	5939358	0	0	0	0	0	0	4777322	0	0	0	0	0	0	0	33389969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5168	0	2315428	0	47282986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49628833	0	0	0	0	148271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5171	0	31306253	0	0	0	0	727507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56424735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5177	0	3834215	0	16434033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59009430	0	0	0	0	0	0	0	0	0	0	0	2774541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150937	0	0	0	546913	0	0	0	0
5183	0	1412838	0	23226923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32681907	0	0	0	0	245157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150848	0	853271	0	0	0	0	0	0
5192	0	2873253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5195	0	7417375	0	0	0	0	592664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12134196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5200	0	1989585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5209	0	2774771	0	62196758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55002400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619570	0	0	0	0	0	0	0	0
5214	0	5161296	0	107143749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9580753	0	0	0	1694505	0	0	0	0
5217	0	3620147	0	33299221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47860537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1856264	43693884	0	0	0	0	0	0	11635162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5222	0	9166502	0	6478838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135327360	0	153386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2589326	11632	0	0	0	0	0	0	0
5232	0	3870748	0	26895964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45324656	12725823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5237	0	4303821	0	120911176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80315960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3235444	0	0	0	0	0	0	0	0
5246	0	5462802	0	0	0	0	590154	0	0	0	0	0	0	0	0	0	0	0	1141995	0	0	0	0	0	0	0	0	0	0	444319	9984758	0	258324	966419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5250	0	3314826	0	21438214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48968608	34465965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5280	0	7391734	0	42155610	0	0	0	332056	0	0	0	0	0	0	0	0	0	0	51612788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4628584	0	0	0	3692065	0	1176035	0	0
5290	0	2220186	0	14999079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62508257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5296	0	19024133	0	0	0	0	399564	0	0	0	0	0	0	0	0	0	0	0	1619143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4595375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5306	0	16146635	0	0	0	0	1049657	404145	0	0	0	0	0	0	0	0	0	0	3782490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6012	0	6017425	0	30736059	0	0	360567	0	53101	0	0	0	0	0	0	0	0	0	87617924	40001030	134857	0	0	0	0	0	0	0	0	0	0	2605295	0	0	0	0	0	0	0	23943127	0	0	0	0	0	0	0	0	0	0	0	0	0	2868831	0	0	0	0	0	0	0	0
6019	0	3433165	0	634220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6027	0	3761068	0	74444371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66123887	56448405	0	0	0	0	0	0	0	0	0	0	2436125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2214581	0	0	0	859611	0	0	0	0
6031	0	6723491	0	106557496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509281	57673673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4066403	0	0	0	1880906	0	0	0	0
6038	0	7920132	0	55482122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1897363	0	0	0	0	500061	0	0	0	0	0	0	0	0
6042	0	3619074	0	8507928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74042942	56901922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22137	1071400	0	0	0	0	0	0	0	0
6046	0	5697028	0	15962631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64363427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1202970	0	0	0	383014	0	0	0	0
6053	0	3646686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6055	0	5557672	0	27280524	0	0	0	428297	0	0	0	0	0	0	0	0	0	0	40032746	0	544734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5692264	69012425	0	0	0	0	0	0	0	0	0	0	0	0	0	7584553	0	0	0	0	0	0	0	0
6059	0	10285631	0	18152877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55934149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715977	0	0	0	0	894321	0	0	0	0	0	0	0	0
6064	0	12340435	0	0	0	0	571267	0	0	0	0	0	0	0	0	0	0	0	1463438	0	0	0	0	0	0	0	0	0	0	0	6246824	0	165751	8480580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774636	0	0	0	0
6079	0	3634389	0	45537922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47458981	0	50799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2286690	0	0	0	0	0	0	0	0
6088	0	3279577	0	6757274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18863960	0	0	0	0	0	0	0	0	349675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6109	0	2770790	0	0	0	0	242371	0	0	0	0	0	0	0	0	0	0	0	1163423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6119	0	13264794	0	0	0	0	670967	0	73618	0	0	0	0	0	0	0	0	0	411310	0	0	0	0	0	0	0	0	0	0	0	1873116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6135	0	4014639	0	4808215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5494923	0	0	0	0	0	0	0	0	0	0	0	1980538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446442	0	0	0	0
6136	0	6346685	0	28127872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114207130	0	0	0	0	135495	0	0	0	0	0	0	7577515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13491	0	0	0	0	0	2200341	0	0	0	0
6143	0	8608294	0	60205589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5263659	0	0	0	0	0	0	0	0
6151	0	2129140	0	28482590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39220580	0	0	2525854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005641	0	0	0	0	0	0	0	0	0	0	0	0	0
6156	0	3753928	0	47351999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54990350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2176353	0	0	0	2381049	0	276955	0	0
6158	0	7148961	0	0	0	0	482938	0	0	0	0	0	0	0	0	0	0	0	1053017	645495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6166	0	6855571.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	466567	0	0	0	0	0	0	0	0	0	0	0	2793156	0	0	0	0	0	0	1930575	0	745254	0	0	0	0	0	8672427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6170	0	4163398	0	0	0	0	546291	0	0	0	0	0	0	0	0	0	0	0	0	0	962740	0	0	0	0	0	0	0	0	0	0	5713128	0	0	0	0	0	0	4903505.5	122312284	0	0	0	0	0	0	16403436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6173	0	2898569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2835693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6175	0	8300350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6184	0	9912794	0	21200528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109247843	65265593	59002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850255	0	0	0	0	0	0	0	0
6188	0	3220149	0	26021337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76687508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576152	0	0	0	0
6191	0	19296782	0	0	0	0	597236	0	0	0	0	0	0	0	0	0	0	0	21123397	0	0	0	0	0	0	0	0	0	0	0	0	6712336	0	0	0	0	0	0	2916020.5	0	0	0	0	0	0	0	7029205	0	0	0	0	0	0	0	10686945	0	0	0	0	0	0	0
6194	0	2729156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6196	0	8172826	0	80224390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80222819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410546	0	0	0	0	0	9544665	0	0	0	0	0	3181144	0	0
6202	0	21238387	0	83217504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1962483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64518931	0	0	0	0	0	0	0	0	0	0	0	0	0	11384315	0	0	0	0	0	0	0	0
6214	0	9530874	0	36374663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81643169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3549596	0	0	0	734612	0	0	0	0
6233	0	6477806	0	32539670	0	0	0	0	249849	0	0	0	0	0	0	0	0	0	55609921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6246	0	4293727	0	56171722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6698688	0	0	0	3323132	0	1983985	0	0
6248	0	8165799	0	0	0	0	1104188	0	142336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10789647	0	7306011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6250	0	4548020	0	57751057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1113641	0	0	0	0	0	0	0	0	0	0	0	0	1893866	0	0	0	596309	0	0	0	0
6255	0	11652704	0	0	0	0	668559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113095	0	0	0	0	0	37958438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
