PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_16_stor,firmness_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_16_harv,weight_16_harv,brix_16_harv,firmness_16_harv,flowering_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_17_stor,firmness_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_17_harv,firmness_17_harv,weight_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_17,percent_firmness_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Egremont Russet,99,198141,Kentville,domestica,dessert,United Kingdom,old,1872,9.0986,16,106.034,7.0513,1.758512299,8.41189776,11.11218468,310.3196357,131.1822636,14.57362257,10.40559535,154.0453014,1.494618924,1.721731938,156.0282575,8.163463939,9.78739103,-19.17047541,-32.23549674,2.136242013,10.8942,16.4,195.08,5.8898,1.505388188,13.37858865,13.96341449,288.8641255,10.43163835,159.7595748,1.034013477,-21.98040092,22.58393194,22.10848724,-43.53907024,45.58690202,NA,NA,134.755291010394
Bittenfelder Sämling,100,NA,Kentville,domestica,NA,Germany,old,NA,8.6966,12.8,112.194,5.9341,1.471839569,8.783429994,17.18982599,313.4319745,123.463925,12.80499277,10.00398916,156.9237778,1.331077107,1.488406161,156.5081149,-0.988565907,-0.038990793,-9.128111732,-40.68266261,-1.113042374,10.921,15,141.856,6.834,1.373500595,12.6503625,14.12791953,285.8368046,12.04463001,144.8242091,0.950726186,-22.69916336,18.57367724,-2.049525523,-43.26102178,44.46857729,7.15988586,8.096678278,128.802757114655
Kaz 95 18-02P-20,108,693217,USDA,sieversii,wild,Kazakhstan,old,NA,4.3684,13.9,49.37571429,5.516428571,3.181943046,3.712641918,7.48567257,277.7175027,74.51740496,12.46527041,7.6898781,150.0693528,1.032781831,3.526796932,127.6896777,17.66284215,11.50981525,-33.73935349,-28.2637709,-9.778104414,NA,NA,41.148,5.5696,NA,NA,NA,246.5289876,4.910408561,43.873657,NA,NA,NA,-6.212513804,13.42437052,NA,19.29742925,22.53941399,96.2719761562299
Cortland,134,3780,USDA,domestica,dessert,United States,new,1915,5.762,13.5,166.074,4.1285,2.34293648,6.038359606,16.66947361,299.3732329,225.019454,13.06200463,6.031963235,153.1318476,2.03566529,2.161030607,146.0180218,-4.576733148,3.353201752,-26.19571461,-31.55628045,8.417551918,6.3918,14.4,NA,NA,2.252886511,13.07710918,8.796826281,267.606533,7.80168209,243.7850474,1.524184205,-27.33970416,10.11607996,NA,NA,47.80933329,3.948630818,4.213849728,114.549001059622
Northern Spy,136,4166,USDA,domestica,dessert,United States,new,1840,6.1908,14,245.901,5.4012,2.261420172,6.96189776,16.61218468,310.3196357,266.3822636,13.01806702,6.04209535,154.2097892,2.659609095,1.849747822,157.0282575,-11.07597075,7.542847818,-7.688673903,-10.60717041,22.2555932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.483779586,4.485402711,NA
Nova Easygro,139,3626,USDA,domestica,dessert,Canada,new,1971,3.1892,12.5,104.145,4.6437,3.919478239,3.183795472,12.55006604,289.5388315,134.4145393,12.23192679,7.686558535,152.2048181,1.465155954,4.040498351,137.3484387,0.169751109,2.191586103,-22.51954247,-39.58674771,-2.99517786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.321790489,4.741693574,NA
Cox's Orange Pippin,146,3860,USDA,domestica,dessert,United Kingdom,old,1850,11.122,13.2,84.751,4.5894,1.1868369,5.799031408,11.71599365,312.2258742,107.230033,12.08224638,4.776011333,154.1710762,1.467128255,2.115194724,158.2266145,91.79064945,9.251206965,-20.96337416,-3.907263186,-43.8899461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAZ 96 06-03,147,694618,USDA,sieversii,wild,Kazakhstan,old,NA,4.3885,13.1,90.641,NA,2.985074627,NA,NA,NA,NA,NA,NA,152.2557535,2.061786853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.29781377,19.42180005,240.0003682,6.76536387,64.49263567,0.474682243,NA,NA,NA,NA,NA,4.850500446,4.231471776,88.2411805271645
Marshall McIntosh,148,6796,USDA,domestica,dessert,United States,new,NA,8.6698,13.2,158.842,6.5319,1.522526471,8.870967785,19.08982599,268.2532664,164.1362735,12.30485512,5.961643629,152.9725942,1.474367889,1.359851907,116.1101296,-2.267709569,7.274729093,-3.225535339,9.565421993,11.96266765,7.8256,11.7,160.966,3.816,1.495093028,10.79599293,9.453551085,250.8840423,7.768155775,164.9458017,1.211207048,-17.22052454,8.373542664,-2.41279358,-50.8763713,23.43827017,3.811518276,3.875123019,97.8945090814883
Cherry Cox,156,10209,USDA,domestica,dessert,Denmark,old,1951,4.5024,13.45,87.46380952,4.112357143,3.009302743,4.824962453,10.79277711,302.5457552,110.5820105,12.43360567,5.285277719,155.6769897,1.444182447,2.524245013,146.8792389,-6.685284215,8.174574234,-20.90593293,-22.19222221,19.21595279,NA,NA,NA,NA,NA,13.49905144,14.87894502,268.2190525,9.746281035,159.5178701,0.962173028,NA,NA,NA,NA,NA,3.638211851,3.864315621,114.049652059583
Delicious,164,21272,USDA,domestica,dessert,United States,new,1895,2.01,12.6,118.812,5.5277,6.268656716,2.573553551,11.95006604,303.3267728,142.1665457,11.05186695,7.745173249,152.7939225,1.558395307,4.185275886,150.5791225,-21.89787545,14.0078871,-16.42759595,-28.63038925,49.77881713,NA,NA,NA,NA,NA,10.07265522,3.849503469,281.9066425,8.531851898,210.6351128,2.659755891,NA,NA,NA,NA,NA,5.868264696,5.92240116,129.044149796728
Granny Smith,167,4248,USDA,domestica,dessert,Australia,new,1895,8.8574,13.4,198.865,7.0845,1.512859304,9.946415851,16.98982599,308.7921777,213.5731621,11.56087846,8.889777127,153.9179598,1.512755733,1.170187313,154.7286027,-10.94882686,15.90814701,-6.886708953,-20.30733843,29.28351615,10.9478,14.5,222.036,8.0454,1.324467016,11.00305128,12.32854918,281.6921296,10.21975299,227.8489322,0.87587441,-11.19960798,31.78162705,-2.551222035,-21.27598382,51.21654449,5.452415416,6.103867506,127.940772152396
Empire,171,3692,USDA,domestica,dessert,United States,new,1966,2.8676,11,111.028,4.451,3.835960385,4.203938104,18.04277711,305.8692363,121.4400813,11.99946599,6.281786284,153.1976594,1.721855454,2.902240033,151.7606549,-31.78776829,-8.32925394,-8.573842496,-29.14435801,32.17240275,4.5292,11.3,95.708,5.5572,2.494921841,11.33792337,8.1013057,275.0943547,8.794519129,145.23079,1.370308379,-44.0929627,-0.334482473,-34.09937383,-36.81064401,82.07010031,1.538945525,1.461125663,121.735396353967
Jonagold,176,5004,USDA,domestica,dessert,United States,new,1968,4.3684,12.9,134.394,4.41785,3.116052968,4.873224802,13.4839403,300.3932135,162.0935232,12.38318505,6.463242845,152.8540287,1.528285876,2.548609498,147.6338757,-10.35915277,4.173521973,-17.0886058,-31.64654175,22.26482598,4.6096,12.8,186.812,4.5536,2.776813606,12.52120772,6.284139862,281.9288016,7.261939298,203.9818915,2.002457376,-26.64708136,2.22656062,-8.417360655,-37.29498674,38.67029776,2.869526016,2.693611737,128.963638283098
Casa Nova de Alco Baca-9,178,159256,USDA,domestica,dessert,Portugal,old,NA,1.2998,14.8,122.212,4.1015,11.38636713,NA,6.478054618,309.4094485,161.8662149,NA,8.175802199,154.1957882,2.534766941,NA,154.9232498,NA,NA,-24.49814183,-49.83366892,NA,1.3802,10.9,105.096,4.8806,7.897406173,10.67363416,2.273573955,267.7544543,9.262453135,123.4309124,4.906346626,-39.29381551,2.120794415,-14.85439266,-47.30769561,60.96307039,3.559316668,3.420965238,113.753176565621
Ozark Gold,182,6610,USDA,domestica,dessert,United States,new,1970,4.1406,11.3,110.334,5.385111111,2.729073081,3.46353585,19.98567257,310.4143018,125.096997,10.81876044,6.468518154,155.4805558,2.018939305,3.147199227,156.5366977,19.54835114,4.448195006,-11.80124012,-16.74892173,-13.28565863,5.3466,12.7,186.436,4.7228,2.375341338,12.37414368,7.738197381,264.7503899,8.381886876,170.5608405,1.544375448,-30.90638896,2.633364582,9.307622727,-43.65469172,53.80595061,3.396116255,4.07173023,109.308089793097
Djulabia,184,200180,USDA,domestica,NA,Serbia,old,NA,3.1088,13.1,114.623,3.9261,4.21384457,3.712641918,11.97805462,312.5921196,171.6966509,13.03193707,6.085323493,155.4260887,1.996476894,3.684204339,158.5176027,-16.26448043,0.522277904,-33.2409809,-35.48247674,14.37597326,3.3232,12.8,NA,NA,3.851709196,11.76860363,5.641084239,275.0963436,9.197546063,167.3308335,2.090270984,-41.08933923,8.763965553,NA,NA,84.26841429,4.635549146,4.588289123,119.611342887326
Pacific Gold,186,22372,USDA,domestica,dessert,United States,new,1948,1.072,11.8,89.169,4.0893,11.00746269,2.005751426,6.378054618,310.296336,110.2342336,11.10804303,4.468677604,151.1777286,1.561786854,5.831006459,158.0763135,-46.55369623,6.229332835,-19.10952064,-8.489706293,88.77466119,1.1926,12.8,169.428,4.2676,10.73285259,11.0005377,3.03014004,282.2297028,6.989072588,197.8257246,3.870966012,-60.64208306,16.35794855,-14.35492005,-38.93896585,177.2654825,3.372766698,3.467696027,132.305145132326
Finson's Orange,187,294443,USDA,domestica,NA,Australia,new,NA,4.7302,11.4,123.316,5.099,2.410046087,11.13942794,16.09022803,264.8585201,164.295071,11.80206136,4.704347605,156.0402643,1.359264148,1.120644078,108.8152617,-57.53641904,-3.406704514,-24.94236177,8.38909937,115.0590124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.139941934,4.260453956,NA
Jonamac,188,3959,USDA,domestica,dessert,United States,new,1972,4.3282,14,100.242,3.2501,3.234600989,4.562342069,14.93923948,290.3749469,126.1657481,12.79444411,4.470146597,151.5387648,1.567741877,2.761858524,138.9744568,-5.132058606,9.42249525,-20.54737396,-27.29321222,17.11682409,5.494,11.7,151.204,3.475,2.129595923,11.24477274,5.526466899,260.5835821,7.480231208,136.5505009,1.961638825,-0.587480205,4.048345535,10.73119393,-53.54421671,8.562080653,4.270911072,4.466337819,108.78315446113
GMAL 3223,190,519457,USDA,domestica,NA,China,old,NA,5.7352,12,143.3888889,3.260888889,2.092342028,4.821576043,11.99277711,278.1725119,173.2635937,10.79780857,5.405140558,151.9299577,1.973531086,2.242794275,125.9094382,18.94865805,11.13366121,-17.24234398,-39.67059961,-6.708250008,NA,NA,192.23,3.1074,NA,12.05867484,7.968362254,250.3275607,8.24500252,171.5835747,1.544228564,NA,NA,12.03286814,-62.31171558,NA,4.706781766,5.205705009,98.2877531920965
Burgundy,191,3582,USDA,domestica,dessert,United States,new,1974,4.0468,11.5,133.7555556,3.779,2.841751507,4.018189633,13.86089261,292.3435492,165.7803322,11.5220726,5.074433639,152.9829655,2.073284444,2.811978046,138.9901851,0.712021327,-0.191567989,-19.31759712,-25.52863494,1.058808454,3.0284,9.8,138.178,3.8552,3.236032228,10.91027801,10.14028467,253.6560301,7.646969357,181.2971006,1.115850023,-70.13496071,-10.17644102,-23.78366806,-49.58525633,190.0060188,1.121422404,1.659001846,100.628112060086
Winter Banana,198,4000,USDA,domestica,dessert,United States,new,1890,3.2562,13.5,194.2977778,4.934888889,4.145936982,4.505751426,15.47805462,310.296336,238.6009003,12.95248747,8.301677604,155.6777286,1.561786854,2.917529585,156.0763135,-27.73236488,4.227084013,-18.56787735,-40.55552234,42.10436815,4.2612,13.1,256.19,4.9264,3.074251385,10.79889917,15.00620536,263.9829878,10.30225515,286.9892089,1.122556989,-71.60374727,21.30866109,-10.73183519,-52.18134352,173.8614978,5.888768996,6.083218944,108.460164636377
Gala,205,294439,USDA,domestica,dessert,New Zealand,new,1960,3.8726,14.4,122.2866667,4.1308,3.718432061,2.76353585,12.48567257,310.4143018,148.396997,12.49653822,7.297518154,153.9767534,1.528285876,4.595516826,156.5366977,40.13207029,15.23191264,-17.59491826,-43.39445393,-19.08566104,3.8056,13.7,190.304,6.7088,3.599957957,12.21508565,5.494362751,253.7553177,10.95130116,185.4130928,2.251564668,-30.73628058,12.15639733,2.637843503,-38.73969951,59.88694472,3.065509817,3.057719442,99.7233854589539
Idagold,206,11221,USDA,domestica,dessert,United States,new,1944,7.0484,11.4,176.6433333,5.3315,1.617388343,8.224962453,19.07805462,307.6605345,281.232081,12.50687788,7.231428009,152.1593994,1.873777729,1.476660472,155.4327978,-14.30477598,-8.850153419,-37.1894797,-26.27320644,9.53014417,NA,NA,NA,NA,NA,11.05695771,10.84538188,268.4767934,8.75650903,231.096886,1.125208003,NA,NA,NA,NA,NA,2.654068095,3.733922526,NA
Smith Jonathan,209,21293,USDA,domestica,dessert,United States,new,NA,6.8072,13.3,104.842,NA,1.953813609,NA,NA,NA,NA,NA,NA,153.8912621,1.032273742,NA,NA,NA,NA,NA,NA,NA,5.293,12.7,105.792,5.7586,2.399395428,11.92013002,7.204769697,281.2192791,7.603631208,138.8312181,1.57462806,-26.53477873,6.542461986,-23.79811874,-24.26513277,52.37855143,4.74745104,5.17046765,127.245111219255
Ein Shemer,212,208690,USDA,domestica,dessert,Israel,old,1963,6.767,12.9,121.1485714,3.058,1.906310034,6.16353585,8.639239478,281.793149,131.3259971,11.88542711,3.662227055,153.9965673,1.444145802,1.910297909,127.5057285,9.790875959,8.536276281,-7.749741761,-16.4988966,-0.208756715,NA,NA,NA,NA,NA,12.08591985,9.593617981,246.9309785,10.90457646,96.94218949,1.316375866,NA,NA,NA,NA,NA,2.201445794,2.47455832,92.820436151138
Ingol,214,17180,USDA,domestica,dessert,Germany,old,1975,6.5928,14.2,180.598,3.809,2.153864822,6.746415851,12.44631474,308.2302201,197.869575,12.62754513,4.57584693,153.7346609,1.475657685,1.873455287,154.0494619,-2.276999434,12.45257775,-8.728767416,-16.75857915,14.96750614,10.3716,15.8,273.4233333,5.044333333,1.523390798,11.98787351,14.07529007,275.2792036,7.756751783,352.4181945,0.843221136,-26.31341914,31.79985577,-22.41509161,-34.96848327,80.66326053,3.041775685,3.169433836,121.269852668734
KAZ 96 08-16,217,531544,USDA,sieversii,wild,Kazakhstan,old,NA,7.3164,13.4,104.145,4.3015,1.831501832,4.770967785,4.862184678,285.8196357,139.2322636,12.00140035,5.14709535,153.0453014,0.994618924,2.54275789,132.5282575,53.3525341,11.65363716,-25.20052657,-16.42859307,-27.97183567,4.9848,12.3,136.204,4.0818,2.467501204,12.67858865,7.363914487,267.8641255,6.656238346,148.9565748,1.771450339,-32.30774191,-2.986047236,-8.56127016,-38.67707573,39.29271114,7.867436493,7.051080563,114.755291010394
Megumi,221,11012,USDA,domestica,dessert,Japan,old,1948,5.7754,13.8,118.216,6.2179,2.389444887,6.018205419,16.33923948,306.4032332,145.8706909,13.5500312,7.646989098,153.7179471,1.013135514,2.296119694,152.5751477,-4.034515315,1.844783934,-18.95836011,-18.68825861,4.064474212,2.6264,11.8,101.466,4.4618,4.492841913,11.65819087,4.779293978,281.3126837,8.055801817,86.5038532,2.45884654,-45.04627646,1.216390519,17.29650906,-44.6138311,82.72152574,2.292678923,2.596090128,127.393351168681
Haralson,223,17400,USDA,domestica,dessert,United States,new,1923,5.1456,13.2,139.971,6.9569,2.565298507,7.012641918,16.48567257,312.7175027,196.017405,13.06527041,7.5318781,152.0693528,0.953824273,1.961982117,160.6896777,-26.62394487,1.031204027,-28.59256553,-7.633927323,30.75035114,7.0082,10.9,102.014,5.6006,1.55532091,10.92246925,10.23026435,254.315085,7.635564682,128.1689555,1.053717472,-31.49541633,-0.20571586,-20.40662295,-26.6511354,47.6032192,4.605113472,4.929717175,101.27197615623
Spartan,224,4155,USDA,domestica,dessert,Canada,new,1936,3.7118,11.2,118.34,4.367142857,3.017403955,3.518205419,21.33923948,292.4032332,132.0706909,11.02780898,6.213989098,153.7179471,1.505499943,3.23951174,138.5751477,5.502651425,1.561425495,-10.39647085,-29.72078341,-6.85621177,6.5258,13.3,204.6866667,4.654333333,2.038064299,10.45819087,8.450893978,267.3126837,8.384001817,160.9018532,1.261896295,-22.77976724,27.17304707,27.21212503,-44.48554002,61.50806583,2.269613601,2.465941389,113.393351168681
Idared,225,3682,USDA,domestica,dessert,United States,new,1942,NA,14,87.499,7.0028,NA,5.424962453,7.778054618,307.6605345,144.132081,13.45132232,8.319428009,154.090826,0.981166656,2.498882694,153.4327978,NA,4.078986898,-39.29248825,-15.8259439,NA,3.685,12,158.094,7.4268,3.256445047,10.65321296,5.193370532,278.0871177,8.782837531,164.2413648,2.088116683,-29.04415394,12.64207376,-3.74288465,-15.439629,55.95129685,NA,NA,123.961787037843
Reinette Russet,228,NA,Kentville,domestica,cider,France,old,NA,5.1188,16.6,77.388,6.5086,3.242947566,5.793034112,8.046314737,285.618669,94.76051374,13.93492168,8.471964425,153.9206046,1.039072511,2.391257116,132.2068682,-11.63870433,19.12517614,-18.33307256,-23.17484265,35.61684957,NA,NA,NA,NA,NA,14.24930868,NA,275.081617,9.985272541,163.893266,NA,NA,NA,NA,NA,NA,5.871058243,6.173246388,120.971141580667
Eden,230,NA,Kentville,domestica,dessert,Canada,new,2006,6.097,12.1,152.169,5.0348,1.984582582,6.741804852,17.06453273,290.566014,160.7193618,11.63506276,6.511895252,150.8582318,0.997313696,1.782343478,139.7419382,-9.564276422,3.996001091,-5.320057096,-22.68303151,11.34680861,7.2226,10.6,124.92,6.4992,1.46761554,11.30602371,11.65329024,247.531707,8.554558795,146.1528726,1.040358987,-38.02093785,-6.244668614,-14.5278517,-24.02647342,41.06818498,2.03064099,1.80335837,96.6603322684193
Coxs Orange,231,189941,Kentville,domestica,NA,Denmark,old,1958,5.4002,12.3,101.574,4.2297,2.277693419,5.112641918,12.08567257,312.7175027,140.817405,11.75415929,4.1238781,154.0693528,0.919669345,2.417537673,158.6896777,5.624451823,4.643808987,-27.86829154,2.566077299,-5.78457393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.181819063,2.148704712,NA
Senshu,232,NA,Kentville,domestica,dessert,Japan,old,1980,4.1272,12.4,169.197,4.7409,3.004458228,3.362342069,18.73923948,304.3749469,198.7657481,12.24999967,5.891146597,153.8641956,1.988784319,3.461190509,150.9744568,22.7477727,1.224492549,-14.8761788,-19.5250038,-13.19581454,5.3332,13.6,149.625,6.03425,2.550063752,14.64477274,6.692266899,281.5835821,7.394431208,211.6665009,2.110102685,-20.30801998,-7.134100084,-29.31096827,-18.39466985,20.85022071,1.686715818,2.311865564,127.78315446113
Iwakami,234,NA,Kentville,domestica,dessert,Japan,old,1984,2.9614,13.1,98.72,3.5408,4.42358344,3.235689152,14.66599365,308.4619621,120.1516585,12.3172115,3.837816074,151.8504074,0.941380196,3.945337473,156.5087362,-8.476993281,6.355241176,-17.83717246,-7.739195107,12.12180126,5.7486,13.9,NA,NA,2.41798003,12.26926795,9.410832082,257.4719554,8.246677152,106.0629981,1.352013419,-38.91507202,13.29119276,NA,NA,78.84290171,2.553376181,2.681936705,105.463567693925
Kogetsu,236,24812,Kentville,domestica,dessert,Japan,old,1981,3.7922,15.5,109.961,4.9113,4.087337166,3.427005124,6.68567257,297.3037758,153.2008232,13.80537577,6.472917542,153.9022838,1.052542193,4.394163536,143.6535842,10.65638545,12.27510401,-28.22427602,-24.12540453,-6.982588781,3.3634,12.6,109.274,5.8818,3.746209193,11.34634226,4.159679019,260.4662594,8.067152993,134.7772675,2.76118387,-19.14279961,11.04900335,-18.92252897,-27.08951962,35.67402135,1.854516332,2.337717795,106.369416628548
SJC A 37+,237,NA,Kentville,domestica,dessert,Canada,new,NA,5.1188,12.1,125.988,4.6798,2.363835274,5.970967785,11.76089261,253.4501299,153.6380077,12.1826329,5.326248866,149.9617361,0.974367889,1.971790148,102.95973,-14.27185368,-0.67828443,-17.99685384,-12.13703832,19.88270031,3.819,7.2,NA,NA,1.885310291,13.05381005,9.631677986,236.5707503,6.877055775,119.1813438,1.487782551,-60.34958804,-44.84368952,NA,NA,26.71947854,3.838039708,3.952839341,86.5700503489655
Chinook,238,NA,Kentville,domestica,dessert,Canada,new,1997,3.1624,14.1,79.349,8.0935,4.458639008,4.305751426,14.28567257,309.8835186,96.7002342,12.69693192,10.01445618,153.0786112,2.042464058,2.997255414,155.5772842,-26.55405092,11.05044976,-17.94332179,-19.18183223,48.75739275,2.5326,11.3,62.376,8.8044,4.461817895,10.67803209,3.922800514,278.4291664,10.45406385,78.00368994,2.707504586,-35.43898063,5.824742795,-20.03455215,-15.78012025,64.79447228,2.679895911,3.385539182,125.267220436095
Tsugaru,242,NA,Kentville,domestica,dessert,Japan,old,1975,3.2294,14.8,153.298,5.4366,4.582894655,2.752827734,15.47805462,275.9578751,172.0462062,13.19794557,6.278331458,152.9150877,1.493782122,4.473473219,123.7403981,17.31209911,12.13866519,-10.89719246,-13.40692928,2.446006286,1.3802,12.4,164.908,3.9746,8.984205188,11.71540347,2.929276329,250.489435,7.018367663,166.4833698,3.607793791,-52.88256057,5.843559125,-0.946262538,-43.36859807,149.0221367,4.990560543,5.231212724,97.4949296365672
