PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_16_stor,firmness_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_16_harv,weight_16_harv,brix_16_harv,firmness_16_harv,flowering_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_17_stor,firmness_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_17_harv,firmness_17_harv,weight_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_17,percent_firmness_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Doucet Rouge,521,139523,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,1.885420898,16.74631474,311.7342457,99.26766111,12.66033347,7.100144565,154.2217104,2.014587165,6.606718681,157.7635514,NA,NA,NA,NA,NA,2.0636,11.8,135.336,5.0754,5.718162435,11.61540347,2.379876329,281.4030825,8.089767663,134.1913698,4.281451538,-13.28961195,1.589239057,0.852983498,-37.26148622,33.55663105,6.044301548,7.035530145,127.348819293391
Beacon,527,21820,USDA,domestica,dessert,United States,new,1936,NA,NA,NA,NA,NA,6.824962453,19.07805462,258.6605345,118.932081,11.64021121,5.735428009,154.1042397,1.500489453,1.676492121,104.4327978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dunkerton Late Sweet,528,18820,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,1.418189633,14.88982599,306.0970939,141.1307954,13.78873927,10.43623649,153.8665123,1.973531087,8.673750533,152.5358577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.769229397,3.670891283,NA
Crookston,533,19460,USDA,domestica,NA,United States,new,NA,NA,NA,NA,NA,NA,6.162342069,4.250066044,261.1470327,155.99274,11.77289938,5.114852015,152.6706464,0.999286051,2.064701712,108.5145906,NA,NA,NA,NA,NA,5.5074,11.9,NA,NA,2.160729201,11.94444312,7.29470349,243.2964825,7.976291496,164.8143686,1.598057194,-24.50138641,-0.372082,NA,NA,35.20975398,4.05107285,4.046315517,90.3977073577763
Blaze,549,21835,USDA,domestica,dessert,United States,new,1958,NA,NA,NA,NA,NA,5.628284981,9.250066044,273.3394702,194.0589359,12.26017439,5.705443507,152.9087034,1.499616509,2.19840329,120.5631995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.21928755,8.986512616,261.2060568,7.998886852,182.3895164,1.558576474,NA,NA,NA,NA,NA,5.14694406,5.681380523,108.306895927268
Diana,552,6285,USDA,domestica,dessert,Canada,new,1913,NA,NA,NA,NA,NA,7.76353585,13.77805462,260.6852414,133.2020098,9.963204883,3.932507349,150.8638461,0.99174164,1.254915041,108.6819464,NA,NA,NA,NA,NA,7.638,11.35,143.585,3.6701,1.485991097,11.96253343,11.42190414,246.3241828,6.132266186,155.0059087,1.06962725,-33.128488,-5.120432353,-7.368047329,-40.15099983,38.92606958,2.017161579,1.932119599,95.3074306343522
Belle Fille,553,140199,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,2.418205419,18.97805462,278.8882038,83.48399242,11.57225342,7.774471876,151.7734324,1.513135514,5.023541294,127.5762659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.58295421,11.74981939,NA
Champlain,560,6009,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,5.622930923,12.02328259,263.0952177,192.9629386,11.46881458,3.704762797,155.5957974,1.501417693,2.082149599,107.5925539,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,12.51213478,6.070802632,246.9980561,5.878220102,224.1068216,2.145106604,NA,-12.08534597,NA,NA,NA,1.374219912,1.596268001,91.4879627844203
Dunning,563,7794,USDA,domestica,dessert,United States,new,1938,NA,NA,NA,NA,NA,1.270967785,6.112184678,254.5139631,134.3657184,12.28298295,6.082301236,152.9056218,1.532273742,8.098313445,101.4803905,NA,NA,NA,NA,NA,NA,9.9,79.576,3.7664,NA,11.74177382,1.413552644,240.3251685,6.79570903,102.6817798,7.938314463,NA,-15.68565234,-22.50231722,-44.57679127,NA,NA,NA,88.1617627273972
Tom McLean,576,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.818189633,5.369473615,303.5020419,130.4728733,12.44572524,5.642319713,151.9094767,0.973531086,2.320278311,151.7114914,NA,NA,NA,NA,NA,8.643,12.1,176.838,5.9584,1.39997686,11.25711724,9.428555452,267.0926183,10.91200252,202.8834637,1.218633757,-8.331662851,7.487554265,-12.83764739,-45.39590704,14.88085338,NA,NA,114.95243249502
S28-18-36,582,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,6.070967785,12.98982599,310.2532664,198.9362735,13.2826329,9.695643629,151.9790346,0.994618924,2.115244662,158.1101296,NA,NA,NA,NA,NA,5.3198,11.1,211.462,5.7356,2.086544607,10.94132347,7.219528077,269.1033775,8.89910903,195.5190215,1.579763156,-26.31374318,1.450249864,8.154182827,-35.54860401,32.07958415,2.83998966,3.109540557,117.13173544386
S42-61-05,615,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,6.473089051,16.74631474,262.6156403,106.3805826,10.98429126,5.005189148,153.0042915,0.988784319,1.719992127,110.3789238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Redfree,62,22338,Kentville,domestica,dessert,United States,new,1981,NA,NA,NA,NA,NA,3.839420239,10.65006604,265.7746557,172.0095234,11.56005603,4.404445748,152.2676245,1.492175866,3.171552031,113.8259975,NA,NA,NA,NA,NA,2.9614,11.2,NA,NA,3.781995002,12.27390223,4.514084459,247.2519364,7.392687976,217.615524,2.746210864,-34.39644236,-8.749476797,NA,NA,37.7168466,3.390378085,3.158731859,95.2524253189929
Sunrise,620,24879,Kentville,domestica,dessert,Canada,new,1991,NA,NA,NA,NA,NA,5.593034112,17.04631474,271.618669,189.1423319,12.22381057,4.535964425,152.0222526,1.088555583,2.171292693,120.2068682,NA,NA,NA,NA,NA,4.1674,11.9,155.526,2.9096,2.855497432,12.14930868,6.559385611,240.081617,6.550472541,170.411266,1.824912932,-36.46661064,-2.052040056,-8.734907227,-55.58183045,56.47307786,NA,NA,87.9711415806668
S47-21-84,628,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,5.556213011,12.74277711,265.6301904,233.7879667,11.97382684,4.359157976,152.1014794,1.015557983,2.181991068,113.6516948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35105136,6.374447101,246.955591,6.117117014,204.9989322,1.82667455,NA,NA,NA,NA,NA,1.663351199,1.44252304,94.9952121059891
S47-12-67,634,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,6.318205419,13.68567257,278.7160714,163.5728603,12.56114231,4.518281327,153.744156,1.473349054,2.025722999,125.1779805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pia,64,NA,Kentville,domestica,dessert,Germany,old,1996,NA,NA,NA,NA,NA,8.984765034,14.88982599,267.7709323,273.8956799,13.58984535,4.570486389,156.9843582,1.02343526,1.464586422,110.8393305,NA,NA,NA,NA,NA,6.566,13.8,183.005,4.19425,2.101736217,13.03320171,8.628632011,247.7454621,6.897272588,173.9185881,1.307431709,-23.90450779,5.883422241,5.224520263,-39.18973121,60.75303994,NA,NA,90.8927941272393
S23-03-20,641,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.062342069,20.98567257,303.4243113,204.9146769,11.71666633,6.753603171,154.5345088,0.98878432,1.546061094,146.4841191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S23-02-626,642,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.824962453,10.37805462,307.6605345,147.4543032,15.05548899,9.186094676,155.6157984,1.000489452,1.664095872,153.4327978,NA,NA,NA,NA,NA,6.1238,12.6,NA,NA,2.057545968,11.89279546,8.133489927,277.9438671,9.368037554,176.9875158,1.440316437,-24.70882665,5.946495429,NA,NA,42.85374483,NA,NA,122.342993882394
S23-03-749,651,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,1.824962453,13.27805462,279.6605345,82.34319211,11.53227471,5.996094676,153.2194475,0.873777729,7.111977932,125.4327978,NA,NA,NA,NA,NA,3.5242,11.2,100.1675,3.93925,3.178026219,11.2806506,3.930193216,261.2982523,7.074120802,119.6233445,2.878484285,-10.3301083,-0.714946369,-16.26425392,-44.31463485,10.40623827,16.30992292,18.47339455,109.263670110821
S47-23-52,657,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,7.170967785,11.14631474,246.6813963,172.718321,10.90485512,6.099859242,149.9199814,1.032273742,1.480896028,96.31611689,NA,NA,NA,NA,NA,4.02,7.9,114.632,3.7478,1.965174129,9.143273282,6.846809772,232.9543753,5.695370119,131.5931404,1.317086342,-41.28652418,-13.59768262,-12.88907638,-34.19567259,49.20617328,2.737497089,2.921877747,76.1617627273973
S19-25-36,664,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,5.66353585,11.97805462,267.6852414,97.90200984,13.44098266,8.861507349,153.8216982,1.459830048,2.362418648,113.6819464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.79919156,9.405812585,239.1591364,12.98010116,74.98280875,1.402971075,NA,NA,NA,NA,NA,4.450269928,4.800174565,85.163384276826
S38-03-25,672,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.805751426,17.48567257,260.8835186,132.7365978,11.38582081,5.503456184,154.1349698,1.071133425,1.278408489,106.5772842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673142737,1.886519484,NA
S19-33-04,682,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,4.505751426,3.112184678,270.9567131,98.59245564,11.26699975,3.271243347,152.1892872,1.561786853,2.569044736,118.6473909,NA,NA,NA,NA,NA,4.9178,8.9,NA,NA,1.809752328,13.11286716,9.744697541,249.7656943,5.37406387,104.0233884,1.294029,-49.53357989,-32.12773463,NA,NA,39.85407808,4.351539685,4.142621918,97.6743697050983
S10-13-28,686,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,5.405751426,23.67805462,275.296336,192.4009003,11.47470969,3.998677604,154.306377,2.002677598,2.137417139,121.0763135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.380250544,3.677316102,NA
Holland,702,21300,USDA,domestica,dessert,United States,new,1925,NA,NA,NA,NA,NA,3.605751426,6.239239478,289.359768,189.8578542,11.54931287,4.027379983,154.1524168,1.061786854,3.275713464,135.2652022,NA,NA,NA,NA,NA,4.5828,10.7,185.9825,3.564,2.334817142,11.38384578,5.806057871,257.7176617,6.802730536,228.3823807,1.967385858,-21.06864758,-6.007159541,-18.56530288,-47.60927276,18.67611701,NA,NA,103.773162829745
Krapchatoe,707,222599,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,5.983429994,5.589825985,271.4319745,147.963925,11.49388166,4.360989155,151.9031246,1.448641758,1.91978808,119.5081149,NA,NA,NA,NA,NA,4.6632,9.2,NA,NA,1.97289415,11.27018339,7.790306299,240.4366851,6.185892513,132.1279903,1.512434725,-40.14099291,-18.36867527,NA,NA,30.44491225,NA,NA,88.5910562094998
Inducoa No. II,716,84065,USDA,domestica,NA,Spain,old,NA,NA,NA,NA,NA,NA,12.41820542,10.78567257,306.7160714,184.9728603,13.47225342,6.691281327,153.7208416,1.54180488,1.097261886,153.1779805,NA,NA,NA,NA,NA,10.3448,12.7,134.636,4.8726,1.22766994,12.24262674,12.12330948,274.6368723,9.716601817,130.0193682,1.000769337,-14.67016482,3.735907911,3.550726229,-49.85283855,22.6726175,7.644408455,7.841021577,120.791336330239
Garrison,717,10968,USDA,domestica,dessert,United States,new,1957,NA,NA,NA,NA,NA,4.383795472,14.63774928,261.3572702,203.4960175,11.80414901,6.457147411,152.2018635,1.965155954,2.760403597,109.0786202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.98208334,5.694889265,250.6827483,7.412977242,290.0919844,1.920557567,NA,NA,NA,NA,NA,NA,NA,98.7342441899492
Arlet,72,17192,Kentville,domestica,dessert,Switzerland,old,1970,NA,NA,NA,NA,NA,4.627005124,18.27805462,303.9721609,143.9293582,13.10537577,6.268316755,153.2126153,1.015557983,2.991062761,150.2429113,NA,NA,NA,NA,NA,5.0384,11.1,139.278,5.625,2.203080343,11.7494611,6.019757026,264.0782926,8.611217014,167.4713585,1.928811097,-16.3022697,-5.527582046,-16.83473446,-34.67822271,14.21960121,NA,NA,110.909425678643
Lord Lambourne,727,4286,USDA,domestica,dessert,United Kingdom,old,1923,NA,NA,NA,NA,NA,5.324962453,16.53923948,286.3572646,198.7963598,13.2291001,5.784410873,152.1656204,0.978904992,2.505963304,133.9949263,NA,NA,NA,NA,NA,5.6146,13.3,156.908,4.0586,2.368824137,12.40196723,7.785064299,261.4980141,6.882320802,187.444254,1.571753173,-27.87985064,7.241050953,-16.29084559,-41.02861351,50.71222234,NA,NA,109.620309841807
Golden Harvey,733,24678,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,8.600817707,12.16947361,303.0138779,80.38308825,16.19973421,7.333425311,152.8305198,0.957664808,1.9144666,150.3923866,NA,NA,NA,NA,NA,NA,19.5,NA,NA,NA,16.39264512,13.48318166,274.760744,9.767089141,80.18749468,1.13155387,NA,18.9557869,NA,NA,NA,4.473952164,4.392321948,121.753020122802
Greendale,737,11033,USDA,domestica,dessert,United States,new,1938,NA,NA,NA,NA,NA,3.718189633,7.92328259,255.6135339,154.458465,9.981724482,4.750944912,151.8972619,2.534828488,2.68621492,103.7837347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Krievu Rosmarins,751,199439,USDA,domestica,NA,Latvia,old,NA,NA,NA,NA,NA,NA,5.598703476,9.664532732,258.824847,129.4935095,12.34839121,6.168983299,150.8608936,2.02343526,2.364019156,108.1065387,NA,NA,NA,NA,NA,9.112,12.5,123.196,4.9234,1.371817384,12.65196283,8.786742206,247.3527493,8.304340575,156.3146559,1.700962725,3.701688136,-1.201100862,-21.18717256,-40.71293252,-19.35053228,3.603247899,3.57960093,96.540861610109
Erickson,756,24786,USDA,domestica,dessert,United States,new,1923,NA,NA,NA,NA,NA,5.209643638,11.56423948,250.5764585,216.4112438,11.14117951,4.999053519,151.328362,0.993444803,2.141956183,98.38546538,NA,NA,NA,NA,NA,4.0602,11.5,NA,NA,2.83237279,11.80302236,5.371861845,249.7794142,4.622613293,255.7117345,2.235912792,-24.41726691,-2.567328544,NA,NA,26.67635339,6.117229075,6.317980307,98.5538747478714
Frumos de Voinesta,771,2697,USDA,domestica,dessert,Romania,old,1980,NA,NA,NA,NA,NA,4.393034112,10.34631474,292.618669,152.3423319,13.24603279,4.578964425,152.1791509,1.001417692,2.997230644,141.2068682,NA,NA,NA,NA,NA,3.283,12.3,131.842,3.9996,3.746573256,10.3751456,6.230298747,257.5040619,9.644020102,108.325985,1.980020187,-47.30589763,18.55255315,21.7085633,-58.52766836,89.21894235,NA,NA,105.507467227105
Goodland,780,24860,USDA,domestica,dessert,Canada,new,1955,NA,NA,NA,NA,NA,6.505751426,13.93923948,261.359768,169.6328542,11.86359858,5.232879983,152.2557535,1.042464058,1.824884383,109.2652022,NA,NA,NA,NA,NA,3.6582,11.2,132.076,3.4434,3.061615002,11.46715385,5.834975703,247.2056205,5.874855151,178.4217034,1.983311042,-37.30565153,-2.329731131,-25.97537326,-41.38749107,54.36887793,NA,NA,95.2411805271645
Holaart Doux,781,18273,USDA,domestica,NA,Belgium,old,NA,NA,NA,NA,NA,NA,7.894501893,13.07805462,295.4094485,152.7662149,13.15178455,7.736802199,153.1823744,2.515444145,1.666634722,142.9232498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.24673062,2.682807871,267.2792058,8.285033683,199.9441002,3.435419159,NA,NA,NA,NA,NA,NA,NA,115.201207998917
Isle of Wight Pippin,785,24691,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,6.818189633,16.28982599,292.0970939,100.6307954,13.2220726,7.676236489,151.9509202,1.034828488,1.960655295,140.5358577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kandil Sinap,793,562967,USDA,domestica,dessert,Ukraine,old,NA,NA,NA,NA,NA,NA,5.105751426,16.13923948,289.359768,155.0328542,13.08582081,6.824879983,152.1432131,1.986993351,2.589953827,137.2652022,NA,NA,NA,NA,NA,4.5158,12.4,146.154,6.3306,2.745914345,11.57653685,7.540096842,275.0682995,8.504715808,166.1669465,1.588813842,-40.10952254,7.113208033,-12.0438793,-25.5636503,72.82794708,5.201872347,4.409966874,123.030808339151
SJC 8428-2,80,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,3.962342069,11.37805462,304.3465299,204.0131159,11.90555522,4.40074323,153.8912621,1.49928605,2.91932306,150.6446642,NA,NA,NA,NA,NA,3.3634,11.3,201.184,3.6374,3.359695546,10.12013002,6.936769697,267.2192791,6.817631208,220.4752181,1.376186041,-51.51345443,11.65864443,-8.749835154,-46.6471581,144.130913,NA,NA,113.245111219255
Hendrick Sweet,802,13780,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,1.69525823,11.83774928,302.8272254,194.2105833,13.26977752,7.995637953,154.059664,1.561786854,7.793218914,148.7083074,NA,NA,NA,NA,NA,1.5544,13.8,NA,NA,8.878023675,12.66997861,2.125066263,282.2610889,8.11696387,235.419351,6.711071688,-26.85404557,8.918889481,NA,NA,32.28920935,1.255149742,1.763717092,128.228046709381
Honey Ball,806,172768,USDA,domestica,dessert,Ireland,old,1953,NA,NA,NA,NA,NA,2.084765034,11.28982599,246.7709323,179.8845688,10.14262313,3.994819722,153.059664,1.061786854,4.593596301,92.83933054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.798012172,3.829265826,NA
Glenorchie,810,17813,USDA,domestica,cider,Canada,new,1957,NA,NA,NA,NA,NA,10.46353585,12.03923948,239.793149,158.6259971,11.91876044,5.086227055,151.9707482,0.992817741,1.106161017,87.50572852,NA,NA,NA,NA,NA,3.1624,10.5,101.386,2.7634,3.320263091,11.23050977,6.049875826,239.9679028,6.165701163,112.7874323,1.933323235,-47.72785276,-6.504689284,-10.108779,-55.18109089,71.73864317,5.258658673,5.383506211,88.0962414479213
La Paix,814,18362,USDA,domestica,dessert,Belgium,old,NA,NA,NA,NA,NA,NA,4.484765034,9.060892611,288.2785986,189.7673433,13.39817869,4.314199902,156.8705,1.53245831,2.88762353,131.1837881,NA,NA,NA,NA,NA,2.5125,13.2,177.398,4.18,5.433842379,13.49823483,4.250647711,260.6222719,7.220937202,168.3792511,2.875933498,-40.89136125,-2.209435763,5.356211543,-42.11277729,88.94186475,NA,NA,103.647989794227
Garland,825,10764,USDA,domestica,dessert,Canada,new,1961,NA,NA,NA,NA,NA,4.683429994,15.86089261,271.1395521,217.3821841,12.22721499,7.081378746,151.8305198,0.957664808,2.56154801,119.2085073,NA,NA,NA,NA,NA,3.9664,10.6,NA,NA,2.672448568,10.44264512,4.19756852,246.760744,7.108789141,178.5814947,2.456851348,-5.507200621,1.506848838,NA,NA,8.77534653,NA,NA,94.7530201228018
Keegan's Crab,829,171048,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,10.17288603,12.91599365,248.6846915,170.7377762,10.78860733,3.886207062,153.9248147,0.983601805,1.160661369,94.61378855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9258753,10.7847957,239.4892293,4.131231208,248.3210087,1.006357761,NA,NA,NA,NA,NA,4.707516623,4.954904696,85.4514769918784
June Wealthy,834,9775,USDA,domestica,dessert,United States,new,1947,NA,NA,NA,NA,NA,9.205751426,13.83923948,226.359768,94.23285416,10.01915414,5.012879983,151.0553493,1.042464058,1.070515488,76.26520224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.172601813,2.876230511,NA
Koidu Renett,839,775041,USDA,domestica,NA,Estonia,old,NA,NA,NA,NA,NA,NA,7.118205419,12.33923948,257.4032332,138.7706909,11.47225342,6.140989098,151.8511526,1.53245831,1.639138257,103.5751477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49569629,7.976962995,236.5290729,9.599537202,103.1522207,1.244517262,NA,NA,NA,NA,NA,NA,NA,84.6430726479602
Erwin Bauer,843,7315,USDA,domestica,dessert,Germany,old,1955,NA,NA,NA,NA,NA,6.082913754,14.96089261,261.4016887,166.7550644,11.26983189,5.807787183,152.1167783,1.571133425,1.78399558,108.8889615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzia,855,134822,USDA,domestica,NA,Switzerland,old,NA,NA,NA,NA,NA,NA,4.770967785,20.54631474,267.6813963,237.018321,11.36041068,5.572859242,151.9119407,2.31923948,2.278313445,115.3161169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heiya,857,134613,USDA,domestica,NA,Japan,old,NA,NA,NA,NA,NA,NA,7.952827734,7.639239478,290.1683637,199.0552047,14.58683446,4.316045884,155.4978016,1.493782122,1.84555994,136.0199344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.90098252,14.77201188,267.9265069,8.162967663,198.229704,1.195579798,NA,NA,NA,NA,NA,NA,NA,114.043792873542
Lemon Pippin,861,138056,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,4.994501893,11.78567257,295.5727199,222.4390586,13.6073401,7.870113035,154.0043056,1.515444146,2.798128228,141.3448494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.76219945,8.616314231,274.2643143,10.23263368,228.1617148,1.815771638,NA,NA,NA,NA,NA,NA,NA,120.191044177189
Hubbardston Nonsuch,862,11766,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,6.183429994,10.86089261,299.1395521,160.8821841,13.14943721,9.054378746,153.9729366,1.910677434,2.120504926,145.2085073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.45107054,6.406772204,289.1309824,10.23886381,281.7694023,2.132998969,NA,NA,NA,NA,NA,NA,NA,135.119295624214
Golden Nugget,863,9538,USDA,domestica,dessert,Canada,new,1964,NA,NA,NA,NA,NA,5.262342069,14.13923948,276.3749469,105.2407481,13.04841237,8.313146597,151.7329722,1.067741878,2.480962832,124.9744568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.90062389,5.80811962,268.1173646,6.910937654,148.7637864,2.105574713,NA,NA,NA,NA,NA,NA,NA,116.233218192477
Longfield,866,23373,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,7.218205419,7.039239478,299.4032332,136.981802,13.00280898,4.300766876,149.7179471,1.005499943,1.831682411,149.5751477,NA,NA,NA,NA,NA,6.3918,10.9,101.252,3.156,1.705309928,9.558190872,10.05889398,260.3126837,7.415201817,93.0378532,0.97329826,-36.45623451,14.03831694,8.828822379,-57.43878484,75.20938841,NA,NA,110.393351168681
Linda,868,7355,USDA,domestica,dessert,Canada,new,1925,NA,NA,NA,NA,NA,8.224962453,20.58567257,287.6937041,189.8337421,12.4291001,5.322785218,151.1228247,0.930878466,1.466938249,135.9680105,NA,NA,NA,NA,NA,9.9428,11.8,178.63,4.69325,1.18678843,12.6806506,15.99019322,254.2982523,7.282720802,208.6033445,0.813001473,-37.81938801,-6.944837686,-14.36858291,-35.55636516,45.9761721,1.833374062,1.535258454,104.263670110821
S47-20-005,87,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,6.512641918,9.078054618,256.5921196,117.2966509,11.85415929,6.425323493,152.078752,1.023435259,1.920315451,104.5176027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.32847368,6.235424401,239.7951159,8.449872588,106.0275679,1.941738607,NA,NA,NA,NA,NA,NA,NA,87.7335552697672
Greenchisel,875,171047,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,11.42496245,15.38567257,259.6937041,224.222631,11.28048899,5.96600744,154.007617,2.000489453,0.921129718,105.9680105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eurika,877,17995,USDA,domestica,NA,Ukraine,old,NA,NA,NA,NA,NA,NA,7.084765034,9.746314737,301.6170901,197.1117888,13.50234535,7.681586869,153.0011783,1.071864988,1.847542008,147.2184683,NA,NA,NA,NA,NA,6.1841,12,178.605,6.2513,1.9842964,11.36576248,8.723949178,267.7436228,10.21071279,182.76925,1.242280636,-29.11352561,5.580246106,-2.278419389,-38.77704595,59.73012394,NA,NA,114.837163711081
Katja,882,17567,USDA,domestica,dessert,Sweden,old,1966,NA,NA,NA,NA,NA,5.394501893,7.539239478,252.8881195,147.5428859,11.42817344,5.944105558,152.0572494,1.034766941,2.160040621,100.3100847,NA,NA,NA,NA,NA,5.293,11.4,110.128,4.4935,2.153788022,12.35633792,6.099806104,243.6592161,7.412653135,142.9247636,2.209235668,-13.22675001,-7.739654927,-22.94687272,-39.38067898,-2.509811275,NA,NA,91.7243174602072
Lobo,888,135663,USDA,domestica,dessert,Canada,new,1910,NA,NA,NA,NA,NA,5.112641918,13.98567257,284.7175027,184.617405,11.94304818,5.8888781,154.0693528,1.919669345,2.455315451,130.6896777,NA,NA,NA,NA,NA,6.7,11.7,214.378,4.022,1.746268657,12.24297127,11.5900644,253.5289876,8.905208561,221.259657,1.039403689,-42.19186563,-4.434963195,-3.110217692,-54.8354205,68.00677887,3.947785175,3.831368213,99.2719761562299
Kamsomolez,897,10773,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,6.783429994,7.246314737,277.9450718,122.1358755,11.39388166,8.356060953,151.9609674,0.983601804,1.693520799,125.743458,NA,NA,NA,NA,NA,NA,NA,71.965,9.1205,NA,12.78591985,10.61871798,246.9309785,10.67597646,91.63618949,1.261855414,NA,NA,-21.46661662,-14.56987536,NA,NA,NA,94.820436151138
Pristine,9,25054,Kentville,NA,dessert,United States,new,1994,NA,NA,NA,NA,NA,6.818205419,18.28567257,243.7160714,146.4728603,12.11669787,5.595281327,150.8674321,1.03245831,1.808529397,92.17798054,NA,NA,NA,NA,NA,4.891,8.8,NA,NA,1.799223063,10.17158222,7.369024762,225.9332876,7.697337202,113.7675464,1.350655334,-33.62758088,-13.48445297,NA,NA,33.21111739,NA,NA,75.0482407312825
